Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,city,country,lat,lng,3-5_tavg,3-5_tmin,3-5_tmax,3-5_prcp,3-5_tsun,6-8_tavg,6-8_tmin,6-8_tmax,6-8_prcp,6-8_tsun,9-11_tavg,9-11_tmin,9-11_tmax,9-11_prcp,9-11_tsun
Langhe Arneis 2018,Italy,Langhe,Fontanabianca,3.3,91,11.64,2018-01-01,Langhe,Italy,44.493036,7.974639,,,,,,,,,,,,,,,
Chablis 2016,France,Chablis,Château de Chemilly,4.0,91,15.5,2016-01-01,Chablis,France,47.8152073,3.8001657,,,,,,,,,,,,,,,
Vernaccia di San Gimignano 2018,Italy,Vernaccia di San Gimignano,Castello Montaùto,3.6,91,10.96,2018-01-01,Vernaccia di San Gimignano,Italy,43.4680172,11.0419989,,,,,,,,,,,,,,,
Trebì Trebbiano d'Abruzzo 2018,Italy,Trebbiano d'Abruzzo,Talamonti,3.5,91,7.55,2018-01-01,Trebbiano d'Abruzzo,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Villa Di Chiesa Valli di Porto Pino 2017,Italy,Valli di Porto Pino,Santadi,4.2,91,18.9,2017-01-01,Valli di Porto Pino,Italy,38.9688,8.59526,,,,,,,,,,,,,,,
Steinterrassen 2016,Germany,Nahe,Gut Hermannsberg,4.0,91,23.5,2016-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Lisboa Arinto 2019,Portugal,Lisboa,Paxis,3.5,91,4.8,2019-01-01,Lisboa,Portugal,38.7077507,-9.1365919,14.966666666666667,11.733333333333334,18.866666666666664,110.86666666666667,,20.75,18.133333333333333,26.8,6.233333333333333,,16.549999999999997,15.466666666666667,23.133333333333336,75.83333333333333,
White Label Nik Weis Schiefer Riesling 2018,Germany,Mosel,St. Urbans-Hof,4.0,91,11.9,2018-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Sancerre Les Romains 2017,France,Sancerre,Domaine Vacheron,4.1,91,42.9,2017-01-01,Sancerre,France,47.3306906,2.8390454,,,,,,,,,,,,,,,
Clos du Four Mâcon-Milly-Lamartine 2014,France,Mâcon-Milly-Lamartine,Les Héritiers du Comte Lafon,3.8,92,34.54,2014-01-01,Mâcon-Milly-Lamartine,France,46.3508165,4.700772,11.45,7.55,15.85,,,22.8,17.5,28.4,,,,,,,
Les Caillardières Savennières 2016,France,Savennières,Domaine du Closel - Château des Vaults,4.0,92,34.8,2016-01-01,Savennières,France,47.3830917,-0.6570828,,,,,,,,,,,,,,,
Bourgogne Cuvée Saint-Vincent Blanc 2016,France,Bourgogne,Vincent Girardin,3.7,92,16.9,2016-01-01,Bourgogne,France,49.3555104,4.0681417,,,,,,,,,,,,,,,
Gavi 2019,Italy,Gavi,Villa Sparina,3.9,92,13.5,2019-01-01,Gavi,Italy,44.687649,8.809353,,,,,,,,,,,,,,,
Montsant Acústic Blanc 2017,Spain,Montsant,Acustic Celler,3.9,92,13.82,2017-01-01,Montsant,Spain,41.1171253,1.211005,15.200000000000001,9.6,21.3,46.833333333333336,,24.600000000000005,18.8,29.4,12.866666666666669,,18.166666666666668,13.766666666666666,23.766666666666666,48.300000000000004,
Grüner Veltliner Federspiel 2018,Austria,Wachau,Rudi Pichler,3.7,92,13.5,2018-01-01,Wachau,Austria,47.7286939,16.2263822,,,,,,,,,,,,,,,
Deidesheimer Kalkofen GG 2015,Germany,Pfalz,Von Winning,4.2,92,35.95,2015-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Ribolla Gialla 2017,Italy,Colli Orientali del Friuli,Torre Rosazza,3.7,92,13.93,2017-01-01,Colli Orientali del Friuli,Italy,46.0023998,13.4412468,,,,,,,,,,,,,,,
Limited Selection Sauvignon Blanc 2019,Chile,Leyda Valley,Montes,3.6,92,7.94,2019-01-01,Leyda Valley,Chile,-30.0,-71.0,14.133333333333333,11.8,,0.0,,10.866666666666665,,,3.65,,13.633333333333335,10.8,,0.0,
Vulkangestein Riesling Trocken 2016,Germany,Nahe,Schäfer-Fröhlich,3.8,92,15.1,2016-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Aimery Chardonnay 2018,France,Pays d'Oc,Sieur d'Arques,3.3,92,5.75,2018-01-01,Pays d'Oc,France,43.604764,1.4540399,13.666666666666666,8.566666666666668,19.799999999999997,75.8,,22.46666666666667,17.733333333333334,28.599999999999998,40.9,,13.666666666666666,9.466666666666667,19.099999999999998,26.433333333333334,
12 e Mezzo Malvasia del Salento 2019,Italy,Salento,Varvaglione,4.0,92,7.4,2019-01-01,Salento,Italy,40.248604,15.190058,16.46666666666667,,,,,25.2,,,,,19.15,,,,
Tianna Bocchoris Blanc 2014,Spain,Mallorca,Tianna Negre,3.7,93,16.59,2014-01-01,Mallorca,Spain,39.613432,2.8829185,14.6,9.166666666666666,20.1,28.666666666666668,14400.0,24.2,17.966666666666665,30.46666666666667,10.833333333333334,20620.0,19.099999999999998,13.733333333333334,24.5,70.33333333333333,11040.0
Terra Montosa Riesling 2018,Germany,Rheingau,Georg Breuer,3.9,93,18.9,2018-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Felugan 2019,Italy,Lugana,Feliciana,4.0,93,9.95,2019-01-01,Lugana,Italy,45.4600534,10.6196897,,,,,,,,,,,12.5,10.1,15.3,,
Clos du Rocher Terroir d'Exception Grand Cru Blanc 2018,Switzerland,Yvorne,Obrist,4.1,93,27.75,2018-01-01,Yvorne,Switzerland,46.3317116,6.9586852,,,,,,,,,,,,,,,
Figure Libre Freestyle Blanc 2017,France,Pays d'Oc,Gayda,3.8,93,11.45,2017-01-01,Pays d'Oc,France,43.604764,1.4540399,12.233333333333334,8.266666666666667,17.3,59.300000000000004,,21.366666666666664,16.133333333333333,27.400000000000002,47.46666666666667,,15.333333333333334,11.133333333333333,20.4,36.93333333333333,
Von Unserm Riesling Trocken 2018,Germany,Rheingau,Balthasar Ress,3.6,93,10.9,2018-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Barrel Fermented White 2017,Spain,Rioja,Bodegas Amaren,3.8,93,12.57,2017-01-01,Rioja,Spain,42.3285528,-2.4674917,11.766666666666666,6.333333333333333,17.866666666666667,30.8,,22.0,15.1,30.133333333333336,13.1,,14.666666666666666,9.233333333333334,21.366666666666664,32.0,
Kirchspiel Riesling GG 2013,Germany,Rheinhessen,Keller,4.4,93,249.0,2013-01-01,Rheinhessen,Germany,49.9045181,8.2711082,,,,,,,,,,,,,,,
Etna Santo Spirito Bianco 2018,Italy,Etna,Tenuta delle Terre Nere,3.9,93,25.9,2018-01-01,Etna,Italy,37.7510251,14.9940321,19.5,13.3,24.5,,,26.05,19.75,31.1,,,18.8,13.7,24.0,,
Rotes Tor - Grüner Veltliner Federspiel 2019,Austria,Wachau,Franz Hirtzberger,4.0,93,19.9,2019-01-01,Wachau,Austria,47.7286939,16.2263822,,,,,,22.8,16.6,28.6,,,12.0,7.733333333333334,16.566666666666666,,
Zeltinger Himmelreich Riesling Kabinett 2017,Germany,Mosel,Selbach-Oster,3.9,93,14.35,2017-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Glicine Bianco 2019,Italy,Terre Siciliane,Corvo,3.6,93,6.95,2019-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,24.2,17.7,31.7,,,16.099999999999998,11.399999999999999,21.46666666666667,,
Kirchspiel Riesling GG 2015,Germany,Rheinhessen,Keller,4.6,93,179.0,2015-01-01,Rheinhessen,Germany,49.9045181,8.2711082,,,,,,,,,,,,,,,
Chenin Blanc (Free-Run Steen) 2019,South Africa,Coastal Region,MAN,3.5,93,5.74,2019-01-01,Coastal Region,South Africa,-29.0,24.0,,,,,,,,,,,,,,,
Vermentino di Sardegna 2018,Italy,Vermentino di Sardegna,Antichi Poderi Jerzu,3.5,93,7.9,2018-01-01,Vermentino di Sardegna,Italy,40.8044992,9.3202819,,,,,,26.0,19.9,31.4,,,,,,,
Gewürztraminer Alsace Signature 2018,France,Alsace,Wolfberger,3.9,94,9.13,2018-01-01,Alsace,France,50.7007285,3.160983,11.566666666666665,4.9,14.649999999999999,26.4,,18.933333333333334,13.15,24.55,52.099999999999994,,11.466666666666667,7.3,15.800000000000002,68.06666666666668,
Noordhoek Sauvignon Blanc 2018,South Africa,Cape Town,Cape Point Vineyards,3.6,94,16.75,2018-01-01,Cape Town,South Africa,-33.928992,18.417396,,,,,,,,,,,,,,,
Dominio de Fontana Chardonnay - Viura 2016,Spain,La Mancha,Bodegas Fontana,3.6,94,7.32,2016-01-01,La Mancha,Spain,28.3774367,-16.6977504,,5.400000000000001,13.033333333333333,18.466666666666665,,16.65,11.466666666666667,20.03333333333333,29.099999999999998,,8.95,6.966666666666666,14.200000000000001,37.43333333333334,
Turmhof Sauvignon Blanc 2017,Italy,Südtirol - Alto Adige,Tiefenbrunner,3.9,94,14.99,2017-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Gundian Albariño 2017,Spain,Rías Baixas,Adega Valdes,3.8,94,11.95,2017-01-01,Rías Baixas,Spain,42.8819145,-8.5487998,10.266666666666666,6.333333333333333,16.3,171.23333333333335,,18.5,13.233333333333334,26.5,21.133333333333333,,13.833333333333334,9.533333333333333,19.53333333333333,79.5,
Hohenmorgen GG 2012,Germany,Pfalz,Dr. Von Bassermann-Jordan,4.0,94,42.89,2012-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Fantini Chardonnay 2018,Italy,Terre di Chieti,Farnese,3.4,94,5.25,2018-01-01,Terre di Chieti,Italy,42.3503,14.16773,,,,,,,,,,,,,,,
Straden Sauvignon Blanc 2018,Austria,Steiermark,Neumeister,3.8,94,14.45,2018-01-01,Steiermark,Austria,47.2500001,15.1666665,,,,,,,,,,,,,,,
Pinot Grigio 2018,United States,California,Canyon Road,3.4,94,6.35,2018-01-01,California,United States,36.7014631,-118.755997,,,,,,,,,,,,,,,
Sauvignon Blanc 2019,New Zealand,Marlborough,Saint Clair,3.9,94,13.99,2019-01-01,Marlborough,New Zealand,-41.4744747,173.8330263,,,,,,,,,,,,,,,
Prestige Blanc 2019,France,Côtes de Provence,Minuty,4.0,94,18.79,2019-01-01,Côtes de Provence,France,43.4370505,6.652775,,,,,,26.3,21.4,30.7,,,17.96666666666667,14.066666666666668,22.433333333333334,,
Riesling Trocken 2019,Germany,Rheingau,Leitz,3.7,94,8.94,2019-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Laumersheimer Kapellenberg Trocken Riesling 2017,Germany,Pfalz,Knipser,3.7,94,11.65,2017-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Catulliano Lugana 2019,Italy,Lugana,Pratello,3.7,95,8.2,2019-01-01,Lugana,Italy,45.4600534,10.6196897,,,,,,,,,,,12.5,10.1,15.3,,
Old Vines Chenin Blanc 2017,South Africa,Paarl,Lievland Vineyards,3.9,95,12.99,2017-01-01,Paarl,South Africa,-33.7310282,18.9642117,17.6,10.966666666666667,,,,11.799999999999999,5.433333333333333,21.2,,,20.1,12.0,,,
Grauer Burgunder Trocken 2015,Germany,Rheinhessen,Wittmann,3.4,95,11.21,2015-01-01,Rheinhessen,Germany,49.9045181,8.2711082,,,,,,,,,,,,,,,
Hohen-Sülzen Riesling 2017,Germany,Rheinhessen,Battenfeld Spanier,3.9,95,16.9,2017-01-01,Rheinhessen,Germany,49.9045181,8.2711082,,,,,,,,,,,,,,,
Adrianna Vineyard White Stones Chardonnay 2012,Argentina,Mendoza,Catena Zapata,4.2,95,79.68,2012-01-01,Mendoza,Argentina,-34.787093,-68.4381868,14.966666666666667,8.1,23.96666666666667,15.666666666666666,15160.0,7.033333333333334,0.09999999999999999,15.833333333333334,20.0,12620.0,16.5,8.5,24.466666666666665,32.666666666666664,15320.0
Prail Sauvignon 2015,Italy,Trentino-Alto Adige,Colterenzio (Schreckbichl),3.8,95,13.6,2015-01-01,Trentino-Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Afix Riesling 2015,Italy,delle Venezie,Jermann,3.7,95,18.38,2015-01-01,delle Venezie,Italy,45.3485187,11.9571797,,,,,,,,,,,,,,,
Gris 2008,Italy,Friuli Isonzo,Lis Neris,4.1,95,44.28,2008-01-01,Friuli Isonzo,Italy,41.4627807,12.904768,,,,,,,,,,,,,,,
Water Bend Chardonnay 2014,United States,Sonoma County,Geyser Peak,4.0,95,21.0,2014-01-01,Sonoma County,United States,38.5110803,-122.8473388,,,,,,,,,,,,,,,
La Griffe Bernard Chéreau Muscadet Sévre et Maine Sur Lie 2018,France,Muscadet-Sevre et Maine,Chéreau-Carré,3.7,95,7.52,2018-01-01,Muscadet-Sevre et Maine,France,46.76978,-0.432688,11.3,5.2,17.5,,,,,,,,,,,,
Haven Chardonnay 2016,South Africa,Coastal Region,Glen Carlou,3.6,96,8.9,2016-01-01,Coastal Region,South Africa,-29.0,24.0,,,,,,,,,,,,,,,
Prestige Lugana 2019,Italy,Lugana,Cà Maiol,3.8,96,10.6,2019-01-01,Lugana,Italy,45.4600534,10.6196897,,,,,,,,,,,12.5,10.1,15.3,,
Meursault 1er Cru 'Blagny' Blanc 2016,France,Meursault 1er Cru 'Blagny',Faiveley,4.4,96,63.9,2016-01-01,Meursault 1er Cru 'Blagny',France,49.62167,5.19194,,,,,,18.6,12.2,25.0,,,,,,,
M Capriva Del Friuli 2016,Italy,Friuli-Venezia Giulia,Schiopetto,4.2,96,75.9,2016-01-01,Friuli-Venezia Giulia,Italy,46.151042,13.055904,,,,,,,,,,,,,,,
Verdejo Castilla y León 2018,Spain,Castilla y León,Radio Boca,3.5,96,5.75,2018-01-01,Castilla y León,Spain,41.55005,-5.1387401,13.266666666666666,4.166666666666667,19.366666666666667,15.433333333333332,,22.933333333333337,12.5,29.266666666666666,16.233333333333334,,13.766666666666666,5.133333333333334,19.833333333333332,9.466666666666667,
RS Weissburgunder 2016,Germany,Baden,Salwey,3.8,96,17.16,2016-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Castell De Raimat Chardonnay 2019,Spain,Costers del Segre,Raimat,3.7,96,8.32,2019-01-01,Costers del Segre,Spain,41.5022982,0.827399,14.066666666666668,8.1,20.900000000000002,55.06666666666666,,25.033333333333335,18.166666666666668,33.03333333333333,20.433333333333334,,16.233333333333334,11.133333333333333,22.8,72.0,
Pinot Grigio 2018,Italy,delle Venezie,Danzante,3.6,96,9.16,2018-01-01,delle Venezie,Italy,45.3485187,11.9571797,,,,,,,,,,,,,,,
Silvaner Trocken 2017,Germany,Rheinhessen,Wittmann,3.7,96,7.75,2017-01-01,Rheinhessen,Germany,49.9045181,8.2711082,,,,,,,,,,,,,,,
La Segreta Il Bianco 2019,Italy,Sicilia,Planeta,3.5,96,7.66,2019-01-01,Sicilia,Italy,37.587794,14.155048,17.0,,,,,22.933333333333334,,25.6,,,12.5,,,,
Pinot Bianco 2017,Italy,Südtirol - Alto Adige,Alois Lageder,3.4,96,14.89,2017-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Grüner Veltliner 2018,Austria,Carnuntum,Markowitsch,3.4,96,9.39,2018-01-01,Carnuntum,Austria,48.1141485,16.8657834,,,,,,,,,,,,,,,
Reserva Sauvignon Blanc (Classic) 2019,Chile,Curico Valley,Montes,3.8,96,6.34,2019-01-01,Curico Valley,Chile,-30.0,-71.0,14.133333333333333,11.8,,0.0,,10.866666666666665,,,3.65,,13.633333333333335,10.8,,0.0,
Reserve Bin A Chardonnay 2018,Australia,Adelaide Hills,Penfolds,3.9,97,99.0,2018-01-01,Adelaide Hills,Australia,-34.9013511,138.8293202,,10.433333333333332,18.366666666666667,76.7,,,5.366666666666667,10.566666666666666,147.26666666666668,,,8.933333333333334,17.7,84.93333333333334,
The Field Blend 2018,South Africa,Coastal Region,Stark-Condé,4.0,97,16.99,2018-01-01,Coastal Region,South Africa,-29.0,24.0,,,,,,,,,,,,,,,
Trittenheimer Apotheke Riesling Kabinett 2016,Germany,Mosel,Ansgar Clüsserath,3.7,97,11.65,2016-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Zieregg Sauvignon Blanc 2017,Austria,Südsteiermark,Tement,4.1,97,48.06,2017-01-01,Südsteiermark,Austria,46.7742389,15.6670127,,,,,,,,,,,,,,,
Alb de Petro Vaselo 2018,Romania,Recas,Petro Vaselo,3.7,97,9.5,2018-01-01,Recas,Romania,45.8017298,21.5094023,12.533333333333333,8.35,19.033333333333335,,,23.2,16.5,30.766666666666666,,,11.700000000000001,7.233333333333333,17.566666666666666,,
Louro Godello 2019,Spain,Valdeorras,Rafael Palacios,4.2,97,19.9,2019-01-01,Valdeorras,Spain,42.3483416,-6.9659982,11.666666666666666,6.3999999999999995,17.766666666666666,79.66666666666667,,21.3,14.6,28.866666666666664,60.666666666666664,,10.9,8.366666666666667,21.233333333333334,55.96666666666667,
Merus Sauvignon Blanc 2017,Italy,Trentino,Tiefenbrunner,3.8,97,11.2,2017-01-01,Trentino,Italy,46.1029536,11.1297425,0.2666666666666668,-2.1333333333333333,3.7,,,10.366666666666667,7.300000000000001,14.066666666666668,,,3.533333333333333,1.3666666666666665,5.966666666666668,,
Bin 311 Chardonnay 2018,Australia,Tumbarumba,Penfolds,3.8,97,42.45,2018-01-01,Tumbarumba,Australia,-35.7764898,148.010062,,1.8,15.8,66.26666666666667,,,,,69.46666666666667,,,7.0,23.5,57.666666666666664,
Lighea 2019,Italy,Terre Siciliane,Donnafugata,3.9,97,11.9,2019-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,24.2,17.7,31.7,,,16.099999999999998,11.399999999999999,21.46666666666667,,
Gewürztraminer 2018,Italy,Südtirol - Alto Adige,Ritterhof,3.7,97,14.54,2018-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Angimbé (Tenuta Ficuzza) 2019,Italy,Terre Siciliane,Cusumano,3.8,97,8.25,2019-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,24.2,17.7,31.7,,,16.099999999999998,11.399999999999999,21.46666666666667,,
Viviri Grillo 2018,Italy,Sicilia,Tenuta Rapitalà,3.7,97,7.9,2018-01-01,Sicilia,Italy,37.587794,14.155048,,,,,,,,,,,,,,,
Arneis Roero 2018,Italy,Roero,Marchesi di Barolo,3.8,97,11.99,2018-01-01,Roero,Italy,44.7806865,7.9311892,12.200000000000001,9.166666666666666,17.25,41.13333333333333,,21.866666666666664,18.7,25.3,89.8,,12.933333333333332,10.866666666666667,15.733333333333334,17.099999999999998,
Akkurat Weiss 2018,Switzerland,Zürich,Staatskellerei Zürich,4.1,97,14.52,2018-01-01,Zürich,Switzerland,47.3744489,8.5410422,10.666666666666666,6.033333333333334,15.966666666666669,85.16666666666667,,19.499999999999996,15.066666666666668,25.066666666666663,119.86666666666666,,9.733333333333333,6.5,13.733333333333334,78.36666666666666,
Don Miguel Vineyard Acero Unoaked Chardonnay 2017,United States,Russian River Valley,Marimar Estate,4.2,97,38.99,2017-01-01,Russian River Valley,United States,39.2789696,-123.1029778,,,,,,,,,,,,,,,
Fannia Falanghina del Molise 2018,Italy,Molise,Campi Valerio,3.9,98,10.72,2018-01-01,Molise,Italy,41.684672,14.595614,12.033333333333333,,14.4,37.25,,23.333333333333332,18.900000000000002,28.05,13.5,,12.666666666666666,,21.0,71.4,
Burgenland Weiss 2018,Austria,Burgenland,Meinklang,3.8,98,7.9,2018-01-01,Burgenland,Austria,47.5000001,16.4166666,,,,,,,,,,,11.7,7.1,17.0,,
Riesling 2014,Luxembourg,Luxembourg,Château de Schengen,3.8,98,20.65,2014-01-01,Luxembourg,Luxembourg,49.8158683,6.1296751,6.866666666666667,3.3666666666666667,11.0,90.33333333333333,8180.0,18.266666666666666,13.433333333333332,23.266666666666666,75.0,16500.0,9.833333333333334,6.833333333333333,13.233333333333333,113.33333333333333,5720.0
Alentejano Reserva Branco 2018,Portugal,Alentejano,Herdade dos Grous,4.0,98,19.8,2018-01-01,Alentejano,Portugal,38.8421261,-7.5871012,,,,,,,,,,,,,,,
Unoaked Viognier 2018,United States,Lodi,Gnarly Head,3.3,98,12.11,2018-01-01,Lodi,United States,38.097198,-121.3878496,16.433333333333334,9.166666666666666,24.3,34.86666666666667,,25.5,15.8,36.0,0.3666666666666667,,18.066666666666666,10.266666666666667,26.899999999999995,7.733333333333333,
Greco - Fiano Basilicata Pipoli 2019,Italy,Basilicata,Vigneti del Vulture,3.9,98,5.54,2019-01-01,Basilicata,Italy,40.500571,16.081953,,,,,,21.7,17.0,27.4,,,14.466666666666667,11.166666666666666,18.400000000000002,,
Chardonnay (Unoaked) (Our Town Hall) 2018,South Africa,Franschhoek,Franschhoek Cellar,3.5,98,6.95,2018-01-01,Franschhoek,South Africa,-33.909167,19.119444,16.8,9.5,26.9,,,12.566666666666668,6.333333333333333,21.25,,,17.833333333333332,11.066666666666668,27.65,,
15 Pinot Grigio 2017,Italy,Südtirol - Alto Adige,Castelfeder,3.6,98,10.8,2017-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Sauvignon Blanc 2019,Germany,Pfalz,Oliver Zeter,4.0,98,11.16,2019-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Maìa 2016,Italy,Sardegna,Siddura,3.9,98,22.37,2016-01-01,Sardegna,Italy,40.0912813,9.0305773,,,,,,,,,,,,,,,
GG Henkenberg Grauburgunder 2015,Germany,Baden,Salwey,3.8,98,31.16,2015-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Rotlack Riesling Kabinett Feinherb 2018,Germany,Rheingau,Schloss Johannisberg,4.3,99,22.36,2018-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Weissburgunder Trocken 2018,Germany,Pfalz,Heinrich Vollmer,3.4,99,5.33,2018-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
The Boy Riesling 2018,Australia,Eden Valley,Two Hands,3.6,99,19.95,2018-01-01,Eden Valley,Australia,-34.6666979,139.1299649,,11.266666666666666,20.366666666666667,42.06666666666666,,,6.233333333333334,12.133333333333333,103.2,,,9.799999999999999,19.733333333333334,49.53333333333333,
Pouilly-Fuissé 2017,France,Pouilly-Fuissé,Chartron et Trébuchet,4.1,99,17.5,2017-01-01,Pouilly-Fuissé,France,46.276369,4.786048,,,,,,18.9,15.0,23.5,,,10.8,7.0,14.9,,
Pierneef Collection Sauvignon Blanc 2019,South Africa,Franschhoek,La Motte Wine Estate,3.8,99,14.9,2019-01-01,Franschhoek,South Africa,-33.909167,19.119444,,,,,,12.600000000000001,7.066666666666666,20.266666666666666,,,13.8,7.8,,,
Aigle les Murailles Blanc 2019,Switzerland,Aigle,Henri Badoux,3.8,99,23.17,2019-01-01,Aigle,Switzerland,46.3179006,6.9688929,,,,,,20.6,15.8,25.8,,,11.5,7.866666666666666,15.9,,
Sauvignon Blanc 2019,Spain,Rueda,Marqués de Riscal,3.9,99,8.79,2019-01-01,Rueda,Spain,41.4129785,-4.9597533,10.9,6.066666666666667,16.633333333333336,82.73333333333333,,21.633333333333336,14.5,29.333333333333332,34.6,,14.200000000000001,8.799999999999999,20.666666666666668,45.6,
Via Edetana Blanca 2017,Spain,Terra Alta,Edetària,3.8,99,13.9,2017-01-01,Terra Alta,Spain,41.0273523,0.4105997,15.666666666666666,10.666666666666666,21.900000000000002,51.9,,25.96666666666667,19.933333333333334,33.233333333333334,4.133333333333334,,18.96666666666667,14.300000000000002,25.333333333333332,52.76666666666667,
Scharzhofberger Riesling Kabinett 2018,Germany,Wiltingen,Egon Müller - Scharzhof,4.4,99,72.0,2018-01-01,Wiltingen,Germany,49.6591723,6.590185,,,,,,,,,,,,,,,
1300 Chardonnay 2019,Argentina,Uco Valley,Andeluna,3.4,99,7.99,2019-01-01,Uco Valley,Argentina,-34.0,-64.0,17.933333333333334,,,,,8.766666666666667,1.8333333333333333,,,,19.0,10.5,,,
Château Lichten Petite Arvine 2016,Switzerland,Valais,Domaines Rouvinez,3.6,99,29.5,2016-01-01,Valais,Switzerland,46.2303063,7.6605757,,,,,,,,,,,,,,,
Synera Blanco 2018,Spain,Catalunya,Ramón Roqueta,3.1,99,6.5,2018-01-01,Catalunya,Spain,41.8523094,1.5745043,,,,,,,,,,,,,,,
Zieregg Sauvignon Blanc 2016,Austria,Südsteiermark,Tement,4.0,99,48.43,2016-01-01,Südsteiermark,Austria,46.7742389,15.6670127,,,,,,,,,,,,,,,
La Rocca Soave Classico 2018,Italy,Soave Classico,Pieropan,3.9,99,31.39,2018-01-01,Soave Classico,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Ruppertsberger Reiterpfad Riesling 2018,Germany,Pfalz,Von Winning,4.1,100,16.02,2018-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
T.N. 04 Bronner 2016,Italy,Trentino-Alto Adige,Thomas Niedermayr,3.8,100,20.5,2016-01-01,Trentino-Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Winkel Riesling Kabinett 2018,Germany,Rheingau,Schloss Vollrads,3.9,100,12.29,2018-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Albariño (O Rosal) 2019,Spain,Rías Baixas,Santiago Ruiz,4.0,100,10.45,2019-01-01,Rías Baixas,Spain,42.8819145,-8.5487998,10.533333333333333,6.366666666666667,15.433333333333332,135.63333333333333,,18.366666666666664,13.633333333333333,24.03333333333333,47.43333333333334,,14.333333333333334,9.766666666666667,19.53333333333333,139.03333333333333,
Catarratto Sicilia Antisa Regaleali 2018,Italy,Terre Siciliane,Tasca d'Almerita,3.7,100,10.9,2018-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Clos des Prouges Pouilly-Fuissé 2017,France,Pouilly-Fuissé,J.A. Ferret,4.3,100,43.65,2017-01-01,Pouilly-Fuissé,France,46.276369,4.786048,,,,,,18.9,15.0,23.5,,,10.8,7.0,14.9,,
Koreaa 2019,Austria,Burgenland,Judith Beck,4.0,100,14.9,2019-01-01,Burgenland,Austria,47.5000001,16.4166666,16.8,10.85,22.7,,,21.633333333333336,16.3,27.46666666666667,,,12.033333333333333,7.533333333333334,16.966666666666665,,
Pazo Blanco 2018,Spain,Ribeiro,Viña Costeira,3.3,101,4.99,2018-01-01,Ribeiro,Spain,42.3199064,-8.1522669,15.300000000000002,7.966666666666666,23.733333333333334,49.800000000000004,,22.73333333333333,15.466666666666669,31.233333333333334,29.400000000000002,,13.7,8.166666666666666,23.833333333333332,32.13333333333333,
Mineral Riesling Trocken 2017,Germany,Nahe,Emrich-Schönleber,3.7,101,15.95,2017-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Branco 2015,Portugal,Dão,Julia Kemper,3.7,101,17.55,2015-01-01,Dão,Portugal,39.9375585,-7.8638768,14.966666666666667,9.333333333333334,21.033333333333335,45.333333333333336,16460.0,22.53333333333333,15.533333333333331,30.36666666666667,18.666666666666668,21340.0,17.599999999999998,13.266666666666666,22.766666666666666,133.66666666666666,7520.0
Sauvignon Blanc 2017,Romania,d Minis,Balla Geza,3.7,101,8.2,2017-01-01,d Minis,Romania,46.135019,21.6045211,,,,,,,,,,,9.4,7.1,12.4,,
Vom Haus Riesling 2019,Germany,Mosel,Schmitges,3.7,101,8.72,2019-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
