Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,city,country,lat,lng,3-5_tavg,3-5_tmin,3-5_tmax,3-5_prcp,3-5_tsun,6-8_tavg,6-8_tmin,6-8_tmax,6-8_prcp,6-8_tsun,9-11_tavg,9-11_tmin,9-11_tmax,9-11_prcp,9-11_tsun
Dornfelder Trocken 2018,Germany,Saale-Unstrut,Winzervereinigung Freyburg-Unstrut,3.2,27,7.41,2018-01-01,Saale-Unstrut,Germany,51.3663031,11.0216863,,,,,,,,,,,,,,,
Zweigelt Falkenstein 2018,Austria,Niederösterreich,Dürnberg,3.8,27,8.4,2018-01-01,Niederösterreich,Austria,48.2817813,15.7632457,11.233333333333334,,22.5,66.8,,21.133333333333336,,28.0,,,9.933333333333334,,17.45,,
La Botte Piena Valtènesi 2016,Italy,Valtenesi,La Basia,3.5,27,10.9,2016-01-01,Valtenesi,Italy,45.5475424,10.5347699,,,,,,,,,,,,,,,
Zweigelt 2018,Austria,Burgenland,Umathum,3.6,27,10.93,2018-01-01,Burgenland,Austria,47.5000001,16.4166666,,,,,,,,,,,11.7,7.1,17.0,,
Montepulciano d'Abruzzo Riserva 2016,Italy,Montepulciano d'Abruzzo,Fosso Corno,3.6,27,9.5,2016-01-01,Montepulciano d'Abruzzo,Italy,42.1565463,14.6066804,16.333333333333332,,,26.7,,26.2,,29.566666666666663,0.5,,19.03333333333333,21.2,19.5,22.9,
Domaine de Cassaigne Le Labyrinthe Côtes de Gascogne 2017,France,Côtes de Gascogne,Plaimont,3.5,27,5.62,2017-01-01,Côtes de Gascogne,France,48.510283,-2.787756,10.4,6.5,14.45,,,17.1,13.1,21.3,,,14.0,10.5,18.3,,
Il Falcone Riserva Castel del Monte 2014,Italy,Castel del Monte,Rivera,4.1,27,16.9,2014-01-01,Castel del Monte,Italy,41.0847439,16.2711145,,,,,,,,,,,,,,,
Jonathan's Ridge Pinotage 2015,South Africa,Walker Bay,Springfontein,4.1,27,28.6,2015-01-01,Walker Bay,South Africa,-34.518515,19.2880206,,,,,,,,,,,,,,,
Saint-Émilion Grand Cru 2005,France,Saint-Émilion Grand Cru,Château Lusseau,4.0,27,38.95,2005-01-01,Saint-Émilion Grand Cru,France,44.847147,-0.547337,11.966666666666667,7.433333333333334,17.0,58.666666666666664,11780.0,20.766666666666666,15.700000000000001,26.333333333333332,45.333333333333336,15520.0,14.199999999999998,10.433333333333332,19.0,53.0,8700.0
Santa Digna Gran Reserva Carménère 2018,Chile,Central Valley,Miguel Torres,3.3,27,9.05,2018-01-01,Central Valley,Chile,-36.0,-72.0,,,,,,,,,,,,,,,
Monastrell - Cabernet Sauvignon 2016,Spain,Yecla,Alma de Casa,3.5,27,5.75,2016-01-01,Yecla,Spain,38.6135956,-1.1157882,,,,,,27.4,,,1.0,,19.400000000000002,,23.2,61.86666666666667,
Les Fagnes Rouge 2015,France,Costières-de-Nîmes,Clos des Boutes,3.4,27,15.5,2015-01-01,Costières-de-Nîmes,France,43.8174458,4.358032,14.866666666666667,9.5,21.166666666666668,18.333333333333332,,23.0,17.266666666666666,29.566666666666666,63.0,,17.333333333333332,13.266666666666666,22.599999999999998,144.66666666666666,
Chrysope 2013,France,Minervois,Domaine des Aires Hautes,3.1,27,9.95,2013-01-01,Minervois,France,43.2718,2.52099,,,,,,20.8,16.1,26.1,,,14.75,11.05,19.05,,
Cabernet Sauvignon 2016,United States,California,Stone Barn,3.7,27,7.6,2016-01-01,California,United States,36.7014631,-118.755997,,,,,,,,,,,,,,,
Chavarri Gran Reserva 2000,Spain,Rioja,Larchago,4.1,27,53.58,2000-01-01,Rioja,Spain,42.3285528,-2.4674917,13.1,7.0,19.2,37.666666666666664,12040.0,21.599999999999998,14.733333333333334,28.46666666666667,29.666666666666668,17240.0,13.633333333333333,8.6,18.633333333333336,44.666666666666664,8820.0
Buio Langhe 2015,Italy,Langhe,Enzo Boglietti,3.7,27,34.65,2015-01-01,Langhe,Italy,44.493036,7.974639,,,,,,,,,,,,,,,
Arruga Superiore Carignano del Sulcis 2014,Italy,Carignano del Sulcis,Sardus Pater,3.8,27,31.19,2014-01-01,Carignano del Sulcis,Italy,39.06667,8.68333,,,,,,,,,,,,,,,
Pasión 2018,Spain,Calatayud,Bodegas Langa,3.5,27,7.6,2018-01-01,Calatayud,Spain,41.3527628,-1.6422977,10.9,2.0,19.8,,,22.53333333333333,14.466666666666667,30.8,,,11.5,4.3,20.2,,
Corton Clos des Cortons Faiveley Grand Cru (Monopole) 1995,France,Corton Grand Cru,Faiveley,3.9,27,149.0,1995-01-01,Corton Grand Cru,France,47.0774019,4.8662712,10.800000000000002,6.5,15.533333333333331,57.333333333333336,8480.0,20.433333333333334,14.833333333333334,26.200000000000003,54.0,14900.0,11.6,8.233333333333333,15.700000000000001,55.333333333333336,5760.0
Domaine de Cocol Côtes-du-Rhône 2016,France,Côtes-du-Rhône,Pellerin,3.6,27,8.99,2016-01-01,Côtes-du-Rhône,France,44.7667285,4.8528701,,,,,,,,,,,,,,,
Creso Rosso Veronese 2016,Italy,Rosso Veronese,Bolla,4.1,27,16.59,2016-01-01,Rosso Veronese,Italy,45.638774,11.1120379,,,,,,,,,,,,,,,
Zogo 2017,Italy,Terre Siciliane,Paladin,4.0,27,7.6,2017-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Bonnes Mares Grand Cru 2014,France,Bonnes-Mares Grand Cru,Domaine Bruno Clair,4.3,27,291.46,2014-01-01,Bonnes-Mares Grand Cru,France,47.1919287,4.9572815,8.7,4.566666666666666,13.166666666666666,107.33333333333333,7020.0,19.633333333333336,14.0,25.433333333333334,75.33333333333333,15860.0,11.699999999999998,8.233333333333333,15.766666666666666,87.66666666666667,6600.0
Magrez Fombrauge Saint-Émilion Grand Cru 2005,France,Saint-Émilion Grand Cru,Château Fombrauge,4.5,27,219.95,2005-01-01,Saint-Émilion Grand Cru,France,44.847147,-0.547337,11.966666666666667,7.433333333333334,17.0,58.666666666666664,11780.0,20.766666666666666,15.700000000000001,26.333333333333332,45.333333333333336,15520.0,14.199999999999998,10.433333333333332,19.0,53.0,8700.0
Cuvée Spéciale Corbières 2018,France,Corbières,Château du Grand Caumont,3.9,27,8.45,2018-01-01,Corbières,France,43.0547547,1.9970557,,,,,,,,,,,12.55,8.65,17.25,,
Saint-Estèphe 2005,France,Saint-Estèphe,Château Domeyne,3.6,27,23.3,2005-01-01,Saint-Estèphe,France,45.5925,0.6633333,,,,,,,,,,,,,,,
Lloyd Reserve Shiraz 2016,Australia,McLaren Vale,Coriole Vineyards,4.2,27,57.89,2016-01-01,McLaren Vale,Australia,-35.2172617,138.5416998,,12.399999999999999,20.3,44.866666666666674,,,8.266666666666666,14.933333333333332,41.8,,,12.333333333333334,22.8,19.4,
Dornfelder Halbtrocken 2017,Germany,Saale-Unstrut,Winzervereinigung Freyburg-Unstrut,3.5,27,8.21,2017-01-01,Saale-Unstrut,Germany,51.3663031,11.0216863,,,,,,,,,,,,,,,
GT-1 Châteauneuf-du-Pape 2012,France,Châteauneuf-du-Pape,LePlan-Vermeersch,4.2,27,38.99,2012-01-01,Châteauneuf-du-Pape,France,44.055989,4.8317351,,,,,,20.9,15.5,26.4,,,,,,,
Kapfensteiner Blauer Zweigelt 2014,Austria,Südoststeiermark,Winkler-Hermaden,3.3,27,10.9,2014-01-01,Südoststeiermark,Austria,46.8596717,15.8503647,,,,,,,,,,,,,,,
Il Leo Chianti Superiore 2017,Italy,Chianti,Ruffino,3.6,270,10.79,2017-01-01,Chianti,Italy,43.5824597,11.3168731,16.2,10.55,22.1,,,24.900000000000002,18.466666666666665,31.233333333333334,,,19.5,14.45,25.35,,
Il Chiuso 2011,Italy,Toscana,Castello di Ama,3.5,270,21.25,2011-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Taurasi Riserva Radici 2012,Italy,Taurasi,Mastroberardino,4.2,270,33.85,2012-01-01,Taurasi,Italy,41.0083503,14.9574387,,,,,,,,,,,,,,,
Hangin' Snakes Shiraz - Viognier 2016,Australia,Barossa,Langmeil,3.9,270,12.86,2016-01-01,Barossa,Australia,-34.6134149,138.9385455,,9.133333333333333,17.633333333333336,39.400000000000006,,,5.566666666666667,11.033333333333331,62.73333333333334,,,10.0,20.866666666666664,31.7,
Saint-Estèphe 2013,France,Saint-Estèphe,Château de Pez,3.9,270,32.9,2013-01-01,Saint-Estèphe,France,45.5925,0.6633333,,,,,,,,,,,,,,,
Gevrey-Chambertin 2015,France,Gevrey-Chambertin,Domaine Trapet,4.1,270,97.04,2015-01-01,Gevrey-Chambertin,France,47.2261857,4.9705666,11.533333333333333,5.833333333333333,17.5,22.333333333333332,13360.0,19.066666666666666,13.733333333333334,24.766666666666666,85.0,13220.0,12.9,8.966666666666667,17.7,90.66666666666667,7940.0
Nero d'Avola 2017,Italy,Terre Siciliane,Barone Montalto,3.6,2706,5.32,2017-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Ramione Merlot - Nero d'Avola 2012,Italy,Terre Siciliane,Baglio di Pianetto,3.8,271,14.52,2012-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Fichimori 2018,Italy,Salento,Tormaresca,3.6,271,12.6,2018-01-01,Salento,Italy,40.248604,15.190058,16.53333333333333,,16.4,,,25.46666666666667,,,,,19.166666666666668,,,,
Shiraz 2019,Australia,South Eastern Australia,Banrock Station,4.1,271,5.81,2019-01-01,South Eastern Australia,Australia,-35.0085711,138.5726421,18.3,13.433333333333332,23.400000000000002,10.6,,12.233333333333334,8.066666666666666,16.066666666666666,61.150000000000006,,16.066666666666666,10.766666666666666,21.36666666666667,36.4,
Querciantica Lacrima di Morro 2018,Italy,Lacrima di Morro d'Alba,Velenosi,3.5,271,7.89,2018-01-01,Lacrima di Morro d'Alba,Italy,43.6,13.21331,13.8,8.4,18.7,,,,,,,,,,,,
Remordimiento Tinto 2014,Spain,Jumilla,Bodega Cerrón,3.7,271,10.6,2014-01-01,Jumilla,Spain,38.4735408,-1.3285417,17.433333333333334,11.266666666666666,23.599999999999998,38.333333333333336,15760.0,26.133333333333336,19.533333333333335,32.73333333333333,17.666666666666668,21600.0,21.033333333333335,14.966666666666667,27.100000000000005,4.833333333333333,14600.0
Tinto Roble 2018,Spain,Ribera del Duero,Lopez Cristobal,3.7,271,8.9,2018-01-01,Ribera del Duero,Spain,41.6657566,-3.6863295,10.233333333333334,3.1666666666666665,18.166666666666668,34.8,,18.933333333333334,11.6,28.333333333333332,29.13333333333333,,11.033333333333333,4.466666666666666,19.233333333333334,14.866666666666667,
Valle D'Oro Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,Cantina Tollo,3.7,271,7.5,2017-01-01,Montepulciano d'Abruzzo,Italy,42.1565463,14.6066804,15.700000000000001,,22.1,21.299999999999997,,25.566666666666663,23.3,28.15,8.2,,18.7,,19.4,79.2,
Barbaresco 2015,Italy,Barbaresco,Batasiolo,3.9,271,25.29,2015-01-01,Barbaresco,Italy,44.7254469,8.0806959,,,,,,,,,,,,,,,
Dehesa Gago G 2018,Spain,Toro,Telmo Rodriguez,3.6,271,8.25,2018-01-01,Toro,Spain,41.5216963,-5.3939824,14.133333333333333,6.833333333333333,21.799999999999997,21.866666666666664,,23.633333333333336,15.633333333333333,31.900000000000002,37.833333333333336,,13.899999999999999,7.133333333333333,21.933333333333334,14.466666666666669,
Margaux (Grand Cru Classé) 2016,France,Margaux,Château Lascombes,4.1,271,89.0,2016-01-01,Margaux,France,45.0463335,-0.6729117,13.233333333333334,8.933333333333332,18.599999999999998,33.53333333333333,,21.233333333333334,16.0,28.100000000000005,56.26666666666667,,13.9,10.166666666666666,19.266666666666666,46.333333333333336,
Foradori - Teroldego 2009,Italy,Vigneti delle Dolomiti,Foradori,3.9,271,15.55,2009-01-01,Vigneti delle Dolomiti,Italy,46.38333,11.85,,,,,,,,,,,,,,,
Periquita Reserva 2017,Portugal,Península de Setúbal,José Maria da Fonseca,3.7,2710,10.75,2017-01-01,Península de Setúbal,Portugal,38.644731,-9.194438,14.833333333333334,11.799999999999999,19.0,90.76666666666667,,24.4,18.7,29.066666666666666,0.3333333333333333,,20.799999999999997,15.166666666666666,22.96666666666667,70.63333333333334,
Il Grigio Chianti Classico Gran Selezione 2015,Italy,Chianti Classico,San Felice,4.0,272,23.1,2015-01-01,Chianti Classico,Italy,43.3930219,11.3088538,,,,,,,,,,,,,,,
Gran Reserva 2011,Spain,Rioja,Viña Albina,3.8,272,17.78,2011-01-01,Rioja,Spain,42.3285528,-2.4674917,12.433333333333332,6.400000000000001,18.466666666666665,21.333333333333332,12980.0,21.833333333333332,15.0,28.7,26.166666666666668,18040.0,13.800000000000002,8.066666666666668,19.499999999999996,31.333333333333332,10540.0
Nicolas Grenache Noir 2018,France,Côtes Catalanes,Domaine Lafage,3.7,272,8.72,2018-01-01,Côtes Catalanes,France,42.74503,2.896873,15.766666666666666,10.700000000000001,21.133333333333336,37.1,,24.2,19.733333333333334,29.46666666666667,19.666666666666668,,16.299999999999997,12.200000000000001,21.3,29.63333333333333,
Le Cicale di Vincigliata Chianti 2013,Italy,Chianti,Bibi Graetz,3.4,272,12.57,2013-01-01,Chianti,Italy,43.5824597,11.3168731,,,,,,,,,,,,,,,
Limpronta Ruché di Castagnole Monferrato 2016,Italy,Monferrato,Montalbera,3.9,272,26.9,2016-01-01,Monferrato,Italy,45.3240864,8.4230282,,,,,,,,,,,,,,,
Bandol Rouge 2015,France,Bandol,Gros' Noré,4.0,272,31.9,2015-01-01,Bandol,France,43.1357717,5.7523647,,,,,,,,,,,,,,,
Monte Velho Tinto 2019,Portugal,Alentejano,Esporão,3.5,272,5.7,2019-01-01,Alentejano,Portugal,38.8421261,-7.5871012,,,,,,,,,,,,,,,
AB Alicante Bouschet 2012,Portugal,Alentejano,Esporão,4.0,272,34.12,2012-01-01,Alentejano,Portugal,38.8421261,-7.5871012,,,,,,,,,,,,,,,
Al Limite Chianti Classico 2016,Italy,Chianti Classico,San Leonino,3.8,272,8.95,2016-01-01,Chianti Classico,Italy,43.3930219,11.3088538,,,,,,,,,,,,,,,
Le Volte 2018,Italy,Toscana,Ornellaia,3.9,272,18.4,2018-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Mas Picosa Flor En Flor Montsant 2018,Spain,Montsant,Capçanes,3.7,272,7.9,2018-01-01,Montsant,Spain,41.1171253,1.211005,15.266666666666666,9.466666666666667,21.333333333333332,26.566666666666666,,25.133333333333336,20.333333333333332,30.566666666666663,18.466666666666665,,17.3,11.9,23.400000000000002,26.099999999999998,
Cabernet Sauvignon 2017,United States,California,Woodbridge by Robert Mondavi,3.4,2723,7.9,2017-01-01,California,United States,36.7014631,-118.755997,,,,,,,,,,,,,,,
The Y Series Merlot 2017,Australia,South Australia,Yalumba,3.4,273,11.9,2017-01-01,South Australia,Australia,-30.5343665,135.6301212,19.833333333333332,13.233333333333334,27.133333333333336,42.06666666666666,,12.366666666666667,6.1000000000000005,18.966666666666665,25.46666666666667,,18.966666666666665,10.700000000000001,27.166666666666668,23.9,
Garnacha 2014,Spain,Bajo Aragón,Lagar d'Amprius,3.8,273,12.6,2014-01-01,Bajo Aragón,Spain,40.954455,-0.2099552,15.799999999999999,10.233333333333333,21.366666666666664,73.66666666666667,14500.0,25.0,18.833333333333332,31.233333333333334,42.666666666666664,18500.0,20.099999999999998,14.766666666666667,25.433333333333334,40.0,13140.0
Initio 2011,Spain,Madrid,Las Moradas de San Martín,3.8,273,19.47,2011-01-01,Madrid,Spain,40.4777915,-3.6858017,13.266666666666666,8.233333333333333,18.333333333333332,43.666666666666664,,24.833333333333332,18.46666666666667,31.200000000000003,25.666666666666668,,14.666666666666666,10.166666666666666,19.2,32.666666666666664,
Ca' de' Rocchi Dugal Cabernet Sauvignon - Merlot 2018,Italy,Veneto,Tinazzi,4.1,273,13.95,2018-01-01,Veneto,Italy,45.6476663,11.8665254,14.666666666666666,7.3999999999999995,20.033333333333335,81.0,,24.833333333333332,19.266666666666666,31.9,76.75,,13.433333333333332,,20.85,,
Korem Isola dei Nuraghi 2016,Italy,Isola dei Nuraghi,Argiolas,4.2,273,23.18,2016-01-01,Isola dei Nuraghi,Italy,40.7092886,9.6990329,,,,,,,,,,,,,,,
Cerro Añon Crianza Rioja 2017,Spain,Rioja,Bodegas Olarra,3.9,273,6.9,2017-01-01,Rioja,Spain,42.3285528,-2.4674917,11.766666666666666,6.333333333333333,17.866666666666667,30.8,,22.0,15.1,30.133333333333336,13.1,,14.666666666666666,9.233333333333334,21.366666666666664,32.0,
Moulin de Gassac Classic Rouge 2017,France,Hérault,Mas de Daumas Gassac,3.5,273,4.5,2017-01-01,Hérault,France,43.591422,3.3553309,16.4,12.0,20.8,,,23.233333333333334,17.833333333333332,28.633333333333336,,,,,,,
Estates Douro 2016,Portugal,Douro,Churchill's,3.8,273,15.27,2016-01-01,Douro,Portugal,41.135684,-7.1166743,,,,,,,,,,,,,,,
Aromes de Pavie Saint-Émilion Grand Cru 2005,France,Saint-Émilion Grand Cru,Château Pavie,4.1,273,428.65,2005-01-01,Saint-Émilion Grand Cru,France,44.847147,-0.547337,11.966666666666667,7.433333333333334,17.0,58.666666666666664,11780.0,20.766666666666666,15.700000000000001,26.333333333333332,45.333333333333336,15520.0,14.199999999999998,10.433333333333332,19.0,53.0,8700.0
Brunello di Montalcino 2010,Italy,Brunello di Montalcino,Piancornello,4.2,273,38.7,2010-01-01,Brunello di Montalcino,Italy,43.3204995,11.3281859,,,,,,,,,,,,,,,
Single Vineyard Tempranillo 2017,Spain,La Mancha,Volver,4.0,273,13.34,2017-01-01,La Mancha,Spain,28.3774367,-16.6977504,7.599999999999999,3.766666666666667,12.1,23.833333333333332,,17.3,12.866666666666667,21.933333333333334,0.0,,12.55,6.966666666666666,14.5,11.666666666666666,
L'Oratoire de Chasse-Spleen Moulis 2014,France,Moulis-en-Médoc,Château Chasse-Spleen,3.7,274,27.04,2014-01-01,Moulis-en-Médoc,France,45.0564852,-0.7736381,11.399999999999999,7.233333333333334,16.400000000000002,72.0,9820.0,20.8,15.666666666666666,26.399999999999995,84.0,16120.0,14.5,11.066666666666668,19.03333333333333,99.33333333333333,7620.0
Toscana 2010,Italy,Toscana,Poggio delle Faine,3.7,274,27.5,2010-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Barbaresco Coste Rubín 2014,Italy,Barbaresco,Fontanafredda,3.8,274,31.5,2014-01-01,Barbaresco,Italy,44.7254469,8.0806959,,,,,,,,,,,,,,,
Margaux (Grand Cru Classé) 2015,France,Margaux,Château Malescot St. Exupery,4.3,274,87.95,2015-01-01,Margaux,France,45.0463335,-0.6729117,13.066666666666668,8.433333333333334,18.400000000000002,80.66666666666667,11840.0,20.3,15.6,25.700000000000003,66.0,14940.0,16.5,12.299999999999999,22.03333333333333,64.33333333333333,10860.0
Barolo 2015,Italy,Barolo,Giacomo Fenocchio,3.8,274,35.95,2015-01-01,Barolo,Italy,44.6108408,7.9428448,,,,,,,,,,,,,,,
Ocra Bolgheri Rosso 2016,Italy,Bolgheri,Tenute Guicciardini Strozzi,3.8,274,23.75,2016-01-01,Bolgheri,Italy,43.2340065,10.6179334,,,,,,,,,,,,,,,
Prestige Rouge 2017,France,Côtes de Provence,Minuty,3.9,274,18.9,2017-01-01,Côtes de Provence,France,43.4370505,6.652775,,,,,,,,,,,,,,,
Grenache 3 (Au Cube) 2017,France,Languedoc-Roussillon,Domaine Lafage,4.1,274,13.45,2017-01-01,Languedoc-Roussillon,France,43.508482,2.34549,,,,,,,,,,,21.1,15.5,27.4,,
Coyam 2015,Chile,Colchagua Valley,Emiliana,4.3,2742,21.15,2015-01-01,Colchagua Valley,Chile,-30.0,-71.0,13.233333333333334,10.433333333333332,17.500000000000004,0.3333333333333333,10300.0,10.966666666666669,8.033333333333333,15.566666666666668,21.333333333333332,10040.0,13.133333333333335,10.166666666666666,17.500000000000004,5.666666666666667,11320.0
Primitivo 2018,Italy,Puglia,Luccarelli,3.9,2745,6.5,2018-01-01,Puglia,Italy,40.9842539,16.6210027,16.049999999999997,11.2,20.25,,,25.75,20.2,30.4,,,,,,,
Bolgheri Superiore 2014,Italy,Bolgheri Superiore,Ornellaia,4.5,2747,174.49,2014-01-01,Bolgheri Superiore,Italy,44.46006,7.10425,8.700000000000001,3.5333333333333337,14.933333333333332,97.66666666666667,11100.0,19.099999999999998,12.333333333333334,26.666666666666668,53.333333333333336,17180.0,11.0,6.166666666666667,17.3,73.0,11200.0
Reserve Pinotage 2017,South Africa,Stellenbosch,Beyerskloof,3.9,275,18.5,2017-01-01,Stellenbosch,South Africa,-33.934444,18.869167,17.5,14.1,24.15,,,13.200000000000001,8.200000000000001,18.75,,,17.03333333333333,12.233333333333334,22.433333333333337,,
Merlot 2017,United States,California,Redwood Creek,3.6,275,7.65,2017-01-01,California,United States,36.7014631,-118.755997,,,,,,,,,,,,,,,
Reserva Cabernet Sauvignon 2015,Chile,Maipo Valley,Santa Rita,3.3,275,9.7,2015-01-01,Maipo Valley,Chile,-30.0,-71.0,13.233333333333334,10.433333333333332,17.500000000000004,0.3333333333333333,10300.0,10.966666666666669,8.033333333333333,15.566666666666668,21.333333333333332,10040.0,13.133333333333335,10.166666666666666,17.500000000000004,5.666666666666667,11320.0
Bardolino 2018,Italy,Bardolino,Monte del Frá,3.5,275,6.31,2018-01-01,Bardolino,Italy,45.5475595,10.7242145,,,,,,,,,,,16.7,12.8,21.4,,
Foral de Évora Colheita Tinto 2014,Portugal,Evora,Cartuxa,3.8,275,15.6,2014-01-01,Evora,Portugal,38.5707742,-7.9092808,,,,,,,,,,,,,,,
Terroir Selection Malbec 2017,Argentina,Uco Valley,Alta Vista,4.1,275,20.5,2017-01-01,Uco Valley,Argentina,-34.0,-64.0,14.0,,,,,9.666666666666666,4.6,,,,16.766666666666666,9.55,,,
Magno Megonio Rosso 2015,Italy,Val di Neto,Librandi,3.8,275,14.32,2015-01-01,Val di Neto,Italy,39.1881325,16.8550962,,,,,,,,,,,,,,,
Poggio Lombrone Sangiovese Riserva Montecucco 2013,Italy,Montecucco,ColleMassari,3.9,275,28.76,2013-01-01,Montecucco,Italy,43.4902269,13.334434,,,,,,,,,,,,,,,
Saint-Estèphe (Grand Cru Classé) 2014,France,Saint-Estèphe,Château Montrose,4.4,275,154.99,2014-01-01,Saint-Estèphe,France,45.5925,0.6633333,,,,,,,,,,,,,,,
Bardolino 2017,Italy,Bardolino,Monte del Frá,3.5,276,6.5,2017-01-01,Bardolino,Italy,45.5475595,10.7242145,,,,,,,,,,,,,,,
Yantra 2015,Italy,Toscana,Tenuta dei Sette Cieli,3.9,276,16.39,2015-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Reserva Tinto 2015,Portugal,Alentejano,Herdade do Perdigão,4.1,276,24.17,2015-01-01,Alentejano,Portugal,38.8421261,-7.5871012,,,,,,,,,,,,,,,
Premium Fetească Neagră Sec 2016,Romania,Dealu Mare,Budureasca,3.5,276,10.9,2016-01-01,Dealu Mare,Romania,46.0417098,22.7959016,,,,,,,,,,,,,,,
Cabernet Sauvignon 2016,South Africa,Stellenbosch,Lanzerac,3.8,276,12.5,2016-01-01,Stellenbosch,South Africa,-33.934444,18.869167,18.15,15.5,24.15,,,12.566666666666668,7.55,17.8,,,17.1,13.0,24.5,,
Châteauneuf-du-Pape Chaupin 2012,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.2,276,54.0,2012-01-01,Châteauneuf-du-Pape,France,44.055989,4.8317351,,,,,,20.9,15.5,26.4,,,,,,,
Gran Reserva Rioja (Finca Ygay) 2013,Spain,Rioja,Marqués de Murrieta,4.3,276,38.89,2013-01-01,Rioja,Spain,42.3285528,-2.4674917,13.5,7.033333333333334,19.933333333333334,37.666666666666664,14280.0,23.03333333333333,15.4,31.0,15.333333333333334,19320.0,14.833333333333334,9.6,20.066666666666666,55.0,9860.0
Aglianico Campania 2016,Italy,Campania,Mastroberardino,3.7,276,10.7,2016-01-01,Campania,Italy,40.860672,14.843984,,,,,,,,,,,,,,,
Tinto 2017,Portugal,Douro,Quinta de Porrais,3.7,276,7.8,2017-01-01,Douro,Portugal,41.135684,-7.1166743,,,,,,,,,,,,,,,
Sassicaia 2006,Italy,Bolgheri Sassicaia,Tenuta San Guido,4.7,2767,632.64,2006-01-01,Bolgheri Sassicaia,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Vulcano 2016,Austria,Mittelburgenland,Hans Igler,4.0,277,24.0,2016-01-01,Mittelburgenland,Austria,47.504516,16.4944303,11.2,5.1,16.8,,,,,,,,,,,,
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Clos de l'Oratoire,4.3,277,79.95,2005-01-01,Saint-Émilion Grand Cru,France,44.847147,-0.547337,11.966666666666667,7.433333333333334,17.0,58.666666666666664,11780.0,20.766666666666666,15.700000000000001,26.333333333333332,45.333333333333336,15520.0,14.199999999999998,10.433333333333332,19.0,53.0,8700.0
Adrianna Vineyard Fortuna Terrae Malbec 2013,Argentina,Mendoza,Catena Zapata,4.5,277,106.89,2013-01-01,Mendoza,Argentina,-34.787093,-68.4381868,15.699999999999998,9.366666666666667,23.76666666666667,11.0,12840.0,7.733333333333333,1.4333333333333333,16.7,4.666666666666667,12200.0,16.366666666666664,9.5,23.7,49.333333333333336,14460.0
Selección Especial 2014,Spain,Castilla y León,Dehesa La Granja,3.7,277,14.52,2014-01-01,Castilla y León,Spain,41.55005,-5.1387401,8.466666666666667,3.0,13.933333333333332,66.66666666666667,12140.0,19.366666666666667,11.266666666666666,27.46666666666667,30.0,20640.0,12.5,6.733333333333334,18.23333333333333,40.0,11840.0
Elos Cabernet Sauvignon - Malbec 2009,Brazil,Encruzilhada do Sul,Lidio Carraro,3.4,277,29.19,2009-01-01,Encruzilhada do Sul,Brazil,-30.5433066,-52.5223514,,,,,,,,,,,,,,,
Barolo 2015,Italy,Barolo,Roberto Sarotto,4.0,277,20.2,2015-01-01,Barolo,Italy,44.6108408,7.9428448,,,,,,,,,,,,,,,
Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Tenuta CastelGiocondo,4.3,277,44.84,2015-01-01,Brunello di Montalcino,Italy,43.3204995,11.3281859,,,,,,,,,,,,,,,
Terre More Maremma Toscana 2017,Italy,Maremma Toscana,Tenuta Ammiraglia,3.8,277,11.54,2017-01-01,Maremma Toscana,Italy,42.7027722,11.1367433,14.866666666666665,11.3,21.75,,,25.166666666666668,19.0,30.450000000000003,18.4,,17.900000000000002,15.600000000000001,22.76666666666667,36.099999999999994,
Grandarella Refosco delle Venezie 2014,Italy,Friuli-Venezia Giulia,Masi,4.1,277,22.99,2014-01-01,Friuli-Venezia Giulia,Italy,46.151042,13.055904,,,,,,,,,,,,,,,
Les Fiefs de Lagrange Saint-Julien 2016,France,Saint-Julien,Château Lagrange,3.9,277,29.95,2016-01-01,Saint-Julien,France,47.4019947,5.1364639,11.266666666666666,,,31.2,,21.23333333333333,,,38.53333333333333,,10.899999999999999,4.75,13.45,46.1,
Haut-Médoc 2013,France,Haut-Médoc,Château Sociando-Mallet,3.7,277,33.95,2013-01-01,Haut-Médoc,France,45.1445995,-0.7357492,13.0,7.966666666666666,18.566666666666666,79.33333333333333,12680.0,20.533333333333335,15.5,26.233333333333334,43.666666666666664,14380.0,14.366666666666667,10.499999999999998,19.400000000000002,83.0,9300.0
Cabernet Sauvignon 2016,United States,North Coast,Hess Select,3.8,2771,13.09,2016-01-01,North Coast,United States,41.506534,-81.6939953,,,,,,,,,,,,,,,
